I1,I2,I3,I4,Amm,Contract,Dep,Sprc,PRC,ZIP,SPECcode,SpecNum
254,175,0,0,2479.4,50297,9,6,3,60651,115,91
11,171,29,757,4794.54,24027,10,5,1,60609,610,86
11,171,19,518,3749587.29,6078,18,7,0,60602,600,26
11,171,68,69,99.87,33233,0,0,0,60000,300,10
250,165,0,0,102.02,31206,4,6,1,60653,936,12
241,174,0,0,242.82,31796,16,6,0,60606,5,13
11,171,21,150,1860.35,24932,3,5,1,60101,364,73
22,185,0,823,15026.42,67679,4,6,0,60604,169,60
250,165,0,0,3539.2,37362,4,6,0,60606,470,18
11,171,93,57,94071.6,31787,11,12,1,49727,573,11
11,181,300,707,440.34,33233,0,0,0,60000,300,10
11,171,22,312,94085.57,26625,0,0,0,60000,15,10
11,181,301,949,255695.67,18248,2,3,1,60018,410,64
138,174,0,0,58270.99,29707,12,7,0,60693,257,12
131,183,0,0,1140,32230,29,5,1,60654,459,12
184,178,0,0,21292.83,29725,3,2,2,60504,283,11
11,181,28,413,144,32527,12,12,1,60677,384,73
11,161,24,977,1012.55,24932,3,5,1,60101,364,73
250,165,0,0,4856.48,31390,4,6,1,60610,941,12
22,185,2,652,7701.38,67763,4,6,0,60640,169,60
184,178,0,0,1573.29,28882,3,8,1,60177,454,11
270,177,0,0,5807.24,51108,27,6,3,60647,171,12
185,179,0,0,112005.07,20074,2,27,5,60601,158,21
138,174,0,0,10075,21780,0,19,0,60646,333,83
11,181,42,61,266.32,33233,0,0,0,60000,300,10
11,181,16,117,9841.17,29859,3,12,1,60628,818,10
22,184,101,721,4458.63,72952,0,6,0,60613,691,69
127,183,0,0,3535.37,8363,18,7,0,50266,422,34
22,185,4,574,5503.47,55596,4,6,0,60623,53,30
254,175,0,0,3110.59,50008,9,6,3,60616,87,90
138,184,0,0,116515.73,29707,12,7,0,60693,257,12
22,175,0,773,14568.26,58883,4,6,0,60606,626,46
22,174,101,905,885.33,33765,0,6,0,60612,153,14
184,178,0,0,4705.45,29742,3,15,1,60656,935,11
11,181,1,263,5295,24932,3,5,1,60101,364,73
11,171,30,67,1260.66,25325,12,5,1,60608,418,84
167,177,0,0,18810,34450,1,23,2,60651,245,13
241,174,0,0,14001.73,36319,0,6,0,60601,387,17
22,175,5,859,9615.68,31190,4,6,0,60640,936,12
250,175,0,0,1310.02,31339,4,6,0,60647,941,12
11,171,189,35,10488.43,22875,2,26,5,60616,975,79
11,161,85,398,12018.93,26275,0,26,3,60606,557,95
250,145,0,0,2173.86,29285,4,6,0,60610,117,12
11,181,42,69,567.12,48198,17,12,1,60177,650,13
11,161,19,52,369.6,28295,7,12,1,60628,538,10
106,171,0,0,885.04,20293,0,0,0,60000,285,62
11,171,30,372,5970,24835,2,5,1,46406,957,79
11,161,24,79,37100.51,22978,48,7,0,60602,42,90
11,181,302,232,7489.53,71261,2,26,3,60654,332,13
11,171,69,886,41.89,30043,7,12,1,40285,219,82
11,171,67,663,11565.06,26901,3,12,1,60455,208,92
22,175,3,507,5500,31448,4,6,0,60601,945,12
22,185,6,222,1285,67712,4,6,0,60657,169,60
11,171,29,117,1271.05,32909,12,5,1,60004,438,12
241,174,0,0,12790.66,33539,16,6,0,60608,764,13
11,181,85,462,199882,51904,0,0,0,60000,508,10
22,184,102,15,3409.32,31738,16,6,0,60640,995,12
11,171,30,198,21294.23,26158,12,5,1,60661,394,83
138,174,0,0,112363,30547,0,19,0,10538,615,12
11,171,88,280,64008.4,18200,0,3,1,60103,410,64
106,161,0,0,47.67,19393,15,41,3,60197,798,37
11,181,86,714,2361.18,30986,17,12,1,60177,444,12
11,171,91,529,199.99,33233,0,0,0,60000,300,10
11,181,300,989,242.77,22875,2,26,5,60616,975,79
11,171,90,109,8321.7,48198,17,12,1,60177,650,13
11,171,21,422,4652.95,24932,3,5,1,60101,364,73
11,171,90,710,210,33232,0,0,0,60000,508,10
22,175,4,757,5119.97,43676,4,6,1,60623,55,30
22,185,7,376,5910.27,44220,4,6,0,60623,53,30
22,185,1,518,4722.79,67719,4,6,0,60629,169,60
250,165,0,0,866.85,32003,4,6,0,60608,59,13
250,145,0,0,12250.04,29214,4,6,0,60602,117,12
22,184,100,333,2706.51,33687,16,6,0,60608,64,14
138,184,0,0,193008.64,30223,12,7,0,53201,471,12
11,171,29,2,816,32564,19,5,1,60803,16,12
11,171,85,745,625,41213,12,17,1,60612,750,16
184,188,0,0,32425.97,29937,3,1,1,60106,59,12
11,171,68,124,64.95,33233,0,0,0,60000,300,10
11,181,29,545,49683.63,24040,10,5,1,60612,610,86
188,189,0,0,86922.88,24394,11,2,2,60607,7,90
11,171,70,109,897.07,28775,0,0,0,60000,144,10
254,175,0,0,3096.72,50218,9,6,3,60647,114,91
11,171,68,174,407.29,30871,11,12,1,60639,882,11
250,175,0,0,8632.28,31476,4,6,0,60629,739,12
22,175,3,270,42827,58880,4,6,0,60608,626,46
11,171,20,194,48653.42,20245,0,0,0,60000,290,62
11,171,91,280,8109.4,33232,0,0,0,60000,508,10
22,185,400,365,2435.49,50188,9,6,3,60640,114,91
11,181,27,915,1106.46,26158,12,5,1,60661,394,83
250,175,0,0,19764.91,31580,4,6,0,60608,733,12
250,175,0,0,8005.29,31498,4,6,0,60640,953,12
22,185,1,686,4946.97,28389,4,6,0,60608,850,11
11,171,40,2,6976.42,28819,5,12,1,60501,508,11
11,171,31,17,2356.2,30545,12,12,1,60139,487,12
11,171,32,169,403.6,33233,0,0,0,60000,300,10
22,185,8,85,2506.7,67681,4,6,0,60626,169,60
241,174,0,0,392.63,33697,16,6,0,60660,65,14
106,161,0,0,80,19393,15,41,3,60197,798,37
11,181,19,686,87.12,33233,0,0,0,60000,300,10
184,178,0,0,166467.12,30017,3,1,1,60609,60,12
185,179,0,0,929.94,20074,2,27,5,60601,158,21
11,171,28,224,29877.68,18086,10,16,1,33178,507,65
11,171,301,791,3952.64,24819,11,5,1,60612,488,84
11,171,68,396,4024.8,25282,5,5,1,21031,0,0
11,161,18,792,7577.02,24034,10,5,1,60185,610,86
22,175,1,17,47525.97,31391,4,6,0,60607,956,12
11,171,303,377,1041.25,11763,2,7,0,60107,639,46
11,181,301,766,94427.2,26753,2,3,1,60439,431,10
22,185,3,421,1666.66,34354,4,6,3,60640,109,15
11,181,28,78,7836,33718,0,0,0,60000,479,12
1,117,102,205,10447.29,3718,23,7,0,60605,736,17
11,171,28,605,1606.4,33469,12,12,1,60609,826,12
106,171,0,0,26500,19393,15,41,3,60197,798,37
11,171,87,719,11.7,33233,0,0,0,60000,300,10
22,185,0,879,14000,58870,4,6,0,60641,761,45
138,164,0,0,826.35,29707,12,7,0,60693,257,12
22,174,102,577,3937.96,36727,16,6,0,60613,888,17
250,175,0,0,168.88,33373,4,6,0,60603,508,13
250,175,0,0,102154.38,58947,4,6,0,60612,626,46
22,175,3,5,-619.94,58902,4,6,0,60621,761,45
11,171,389,828,2257,24228,2,7,0,60018,497,94
11,171,189,25,380.43,28295,7,12,1,60628,538,10
11,181,87,679,8.39,33233,0,0,0,60000,300,10
22,175,2,956,2770.77,31459,4,6,0,60604,945,12
131,173,0,0,360,30295,0,0,0,60000,834,11
11,171,69,671,10997.38,26051,12,12,1,60618,14,90
11,171,300,600,3000,28512,2,22,1,60187,536,11
11,171,31,947,10906.3,32564,19,5,1,60803,16,12
11,181,29,468,194706.72,24030,10,5,1,60609,610,86
250,175,0,0,1588.68,31573,4,6,0,60657,728,12
11,171,390,19,4900,33772,12,5,1,60078,910,12
11,171,68,875,1665.15,28775,0,0,0,60000,144,10
131,183,0,0,520.75,30303,0,0,0,60000,834,11
11,181,19,105,30663.6,31010,11,12,1,43635,613,11
11,171,27,13,5146.74,31963,11,12,1,60010,665,12
22,175,400,734,5695,50132,9,6,3,60661,87,90
11,171,90,491,1585,24345,12,12,1,60018,115,81
22,175,1,993,30721.8,33363,4,6,0,60608,508,13
11,171,41,241,11319.66,26275,0,26,3,60606,557,95
11,181,17,958,12798.1,33717,0,0,0,60000,479,12
241,164,0,0,2563.44,33692,16,6,0,60657,64,14
22,174,102,700,4580,33752,0,6,0,60612,149,14
254,165,0,0,2704.69,30852,9,6,3,60601,115,91
106,161,0,0,469.28,19393,15,41,3,60197,798,37
11,171,89,678,45.37,58166,16,7,0,60693,77,46
184,168,0,0,7950.11,30016,3,1,1,60639,59,12
11,171,19,743,2195,55889,9,7,0,60621,508,42
250,165,0,0,3945.31,33390,4,6,0,60608,549,13
22,175,3,768,13084.2,31566,4,6,0,60640,953,12
11,171,89,580,68392.8,33232,0,0,0,60000,508,10
22,185,5,353,18251.23,58911,4,6,0,60622,761,45
270,167,0,0,7980.81,36910,27,6,0,60616,171,12
22,175,0,554,5399.73,48942,4,6,0,60640,222,32
11,161,92,416,631412.7,27499,2,7,0,21401,390,11
254,165,0,0,6504,33601,9,6,3,60661,87,90
11,171,389,116,1293664.57,26601,2,26,3,60602,719,97
241,174,0,0,14297.31,42043,16,6,0,60637,628,23
11,181,20,365,232.1,33233,0,0,0,60000,300,10
138,174,0,0,10075,21780,0,19,0,60646,333,83
11,171,87,330,665.8,33233,0,0,0,60000,300,10
188,179,0,0,196030.16,16743,11,1,1,60639,889,58
11,181,17,934,12409.24,24512,11,12,1,60120,472,84
22,185,6,52,3367.78,44212,4,6,0,60607,53,30
106,171,0,0,17440.66,20293,0,0,0,60000,285,62
11,171,31,897,203150.2,12554,12,5,1,30384,767,37
131,173,0,0,180,30301,0,0,0,60000,834,11
11,161,24,970,1463.23,33232,0,0,0,60000,508,10
11,171,31,872,579999,61417,12,16,1,60197,649,12
106,181,0,0,340.8,19393,15,41,3,60197,798,37
22,185,7,497,2006.7,68124,4,6,0,60625,857,59
11,171,303,119,1767.85,27033,2,3,1,60631,595,10
11,171,89,132,665.8,33233,0,0,0,60000,300,10
158,176,0,0,27236.33,28422,19,15,1,60640,859,10
185,179,0,0,9787.33,20074,2,27,5,60601,158,21
11,171,388,667,1019183.9,22875,2,26,5,60616,975,79
11,161,26,945,5011.2,30545,12,12,1,60139,487,12
11,171,42,660,1370.18,33233,0,0,0,60000,300,10
22,185,0,140,-355.04,58628,4,6,0,60616,761,45
131,173,0,0,2397.5,30303,0,0,0,60000,834,11
22,177,0,99,1923.07,51182,27,6,3,60603,171,12
11,181,301,437,10548.6,64418,2,3,1,60631,607,11
11,181,301,711,309.6,15451,3,12,0,60803,958,39
11,171,69,762,29671.11,26901,3,12,1,60455,208,92
11,171,28,421,1186.94,31001,11,12,1,60609,681,11
22,185,5,65,4204.23,44225,4,6,0,60616,53,30
22,174,102,426,3765.42,36727,16,6,0,60613,888,17
11,171,389,240,570857.75,26601,2,26,3,60602,719,97
141,104,0,0,6318.9,12997,16,7,0,60657,146,51
250,175,0,0,17181.11,33731,4,6,0,60647,936,12
11,171,31,444,2663.2,33233,0,0,0,60000,300,10
11,181,1,370,14179.05,20293,0,0,0,60000,285,62
11,171,27,602,24908,19310,0,0,0,60000,917,69
11,171,69,220,3440,32564,19,5,1,60803,16,12
11,181,15,663,20750.6,31010,11,12,1,43635,613,11
11,171,21,882,200,24835,2,5,1,46406,957,79
11,181,16,841,983.36,66942,2,3,1,60622,591,13
11,181,19,469,87.75,33233,0,0,0,60000,300,10
11,171,19,293,5746.6,44563,11,12,1,60604,948,12
22,184,101,96,11954.83,32417,0,6,0,60612,186,13
138,174,0,0,34347.12,30223,12,7,0,53201,471,12
11,171,88,772,37464.43,26636,2,26,5,60606,803,98
250,175,0,0,34653,26982,4,6,0,60608,223,11
270,177,0,0,2104.38,51168,27,6,3,60640,171,12
250,145,0,0,2566.4,29214,4,6,0,60602,117,12
11,171,42,758,2334,36587,43,18,1,27617,12,13
138,174,0,0,13637.04,29707,12,7,0,60693,257,12
11,171,29,645,3229.2,30545,12,12,1,60139,487,12
131,183,0,0,1900,32230,29,5,1,60654,459,12
250,175,0,0,821,48793,4,6,0,60651,509,13
11,171,303,548,5000,25355,2,3,1,60120,462,94
11,161,18,615,220753.07,12554,12,5,1,30384,767,37
250,165,0,0,105.95,31389,4,6,1,60644,941,12
188,189,0,0,2775.67,33419,11,1,1,60609,46,13
22,185,7,319,3217.83,55773,4,6,0,60622,53,30
11,161,86,28,3227.38,24084,2,3,1,60630,408,84
11,171,389,495,2908.28,20653,2,3,1,60035,469,74
11,161,91,793,2721.91,28296,7,12,1,11747,538,10
11,181,17,384,2592,29107,11,12,1,60604,75,11
188,179,0,0,74803.26,24392,11,2,2,60532,7,90
11,181,1,306,5722.54,26901,3,12,1,60455,208,92
22,175,7,257,15,28488,4,6,0,60622,850,11
22,175,6,453,1557.28,34976,4,6,0,60610,996,15
22,185,1,927,29842.13,52004,4,6,0,60607,510,13
11,181,27,945,14255.22,33493,12,5,1,60617,205,13
11,171,88,676,757.71,24027,10,5,1,60609,610,86
11,181,29,140,267903.93,70944,12,5,3,60473,167,31
111,710,64,132,969.28,50201,0,0,0,60000,133,10
22,185,4,713,4459.12,44139,4,6,0,60661,914,30
11,181,15,317,301.16,33233,0,0,0,60000,300,10
184,178,0,0,5618.92,14609,3,2,3,60674,646,56
11,171,91,4,1730,51904,0,0,0,60000,508,10
11,181,17,82,70650,11856,24,12,1,60000,131,41
22,174,101,573,3213.84,37406,0,6,0,60643,530,18
22,175,4,345,8848.48,58636,4,6,0,60629,761,45
11,181,27,481,1103.7,32564,19,5,1,60803,16,12
11,181,15,920,8508.16,30986,17,12,1,60177,444,12
11,181,300,324,166.75,25098,2,26,5,60680,996,89
11,171,19,903,3321.63,29859,3,12,1,60628,818,10
11,181,300,510,289944,26753,2,3,1,60439,431,10
22,177,0,290,1771.82,51135,27,6,3,60630,171,12
106,161,0,0,1017.42,19393,15,41,3,60197,798,37
106,181,0,0,609.25,19393,15,41,3,60197,798,37
250,175,0,0,3837.43,32098,4,6,0,60657,729,12
11,171,21,911,115471.79,38321,34,7,0,60602,533,19
11,171,28,130,7963.4,33033,3,12,1,60628,731,12
11,171,29,670,32472.96,24040,10,5,1,60612,610,86
11,171,31,485,637.04,31001,11,12,1,60609,681,11
250,145,0,0,3749.97,29214,4,6,0,60602,117,12
22,185,400,468,4858.59,50263,9,6,3,60644,115,91
106,171,0,0,2179.49,19393,15,41,3,60197,798,37
184,178,0,0,152453.13,32919,3,1,1,60622,33,13
138,184,0,0,4125,68188,12,5,1,60428,119,31
11,171,89,1,1120.86,30871,11,12,1,60639,882,11
250,175,0,0,1405,31236,4,6,0,60629,938,12
184,168,0,0,1776.22,27470,3,5,6,60608,607,56
11,181,28,424,12390.25,32564,19,5,1,60803,16,12
11,171,69,616,1403.7,28775,0,0,0,60000,144,10
11,181,86,642,235.13,30301,0,0,0,60000,834,11
270,177,0,0,1933.17,51119,27,6,3,60625,171,12
11,181,20,318,9.78,33233,0,0,0,60000,300,10
184,178,0,0,135616.05,29683,3,1,1,60048,162,71
11,171,30,888,1080,26449,2,3,1,60007,189,10
11,171,31,296,3797.6,17739,10,16,1,60137,126,61
11,171,390,55,1017,30986,17,12,1,60177,444,12
11,161,18,327,797.75,30544,12,5,1,60617,246,92
11,161,92,108,7624,35679,2,22,1,60617,145,13
254,165,0,0,312.6,30891,9,6,3,60622,87,90
138,174,0,0,4089,47811,0,0,0,60000,764,13
22,185,1,528,12636.31,67652,4,6,0,60640,169,60
22,185,0,428,15082.03,32006,4,6,0,60616,59,13
106,171,0,0,10512.92,20293,0,0,0,60000,285,62
250,165,0,0,41.31,34976,4,6,0,60610,996,15
22,185,7,131,222468.48,58934,4,6,0,60622,626,46
22,175,1,578,-1989.94,48788,4,6,0,60622,509,13
11,171,301,653,272544.78,5432,0,0,0,60000,0,0
250,175,0,0,26204.6,26981,4,6,0,60616,223,11
22,184,101,102,11175.63,31698,16,6,0,60628,989,12
22,187,0,350,4239,51179,27,6,3,60640,171,12
131,173,0,0,421,30295,0,0,0,60000,834,11
11,171,42,954,220.77,33233,0,0,0,60000,300,10
11,161,27,68,20213.31,26901,3,12,1,60455,208,92
106,181,0,0,114.99,19393,15,41,3,60197,798,37
250,175,0,0,5685.5,31473,4,6,0,60624,739,12
138,184,0,0,2602,21773,0,19,0,60604,321,83
250,175,0,0,35.18,43836,4,6,1,60623,55,30
250,145,0,0,4700,29280,4,6,0,60607,117,12
11,171,301,263,151.56,40336,19,12,1,60477,312,13
188,179,0,0,59564.02,41210,11,1,1,60656,810,13
11,171,302,452,909,30545,12,12,1,60139,487,12
158,186,0,0,2055.83,20292,0,0,0,60000,285,62
11,181,87,650,30.14,33233,0,0,0,60000,300,10
11,171,30,410,1352.61,24027,10,5,1,60609,610,86
11,171,303,142,114815.98,25395,2,26,3,19182,47,90
11,161,18,963,6420.16,24034,10,5,1,60185,610,86
250,165,0,0,3973.39,31257,4,6,1,60616,937,12
11,171,31,372,1540.74,33469,12,12,1,60609,826,12
185,179,0,0,23375.29,20074,2,27,5,60601,158,21
11,161,85,537,68669.78,30370,13,26,5,75373,701,27
11,181,300,866,67333.79,5432,0,0,0,60000,0,0
11,171,28,16,988.34,33447,2,3,1,60090,118,13
11,171,15,620,245.7,33233,0,0,0,60000,300,10
11,171,86,976,5200,28820,5,12,1,60613,508,11
11,181,28,240,140.18,33233,0,0,0,60000,300,10
138,174,0,0,2512.75,19550,12,7,0,60062,263,72
22,185,6,414,14494.09,31997,4,6,0,60608,59,13
11,171,87,712,91.3,15257,10,16,1,60137,660,56
11,171,28,464,1195,34964,12,5,1,60126,627,12
22,175,5,494,1210.43,49649,4,6,0,60601,173,33
22,185,8,485,3426.46,68126,4,6,0,60622,857,59
250,175,0,0,1622.48,31190,4,6,0,60640,936,12
11,181,87,466,1084.05,30871,11,12,1,60639,882,11
11,171,32,72,339.4,30545,12,12,1,60139,487,12
11,181,27,988,3960,42076,12,5,1,60610,586,12
11,171,28,891,840.48,33469,12,12,1,60609,826,12
11,171,30,45,1309.64,48819,12,5,1,60477,85,13
250,175,0,0,20762.18,32924,4,6,0,60654,59,13
250,175,0,0,460.92,48790,4,6,0,60603,509,13
22,185,6,700,1551.87,67625,4,6,0,60661,169,60
11,171,30,363,3097.35,18086,10,16,1,33178,507,65
11,171,390,41,51462.73,25098,2,26,5,60680,996,89
11,171,388,826,65.21,33232,0,0,0,60000,508,10
11,181,27,492,15553.5,27955,2,22,1,60675,959,10
22,175,2,738,3449.38,33336,4,6,0,60608,509,13
11,181,1,738,485.16,33233,0,0,0,60000,300,10
241,174,0,0,27528.07,33768,0,6,0,60612,154,14
11,181,28,663,25089,26235,10,16,1,60106,848,98
22,185,1,775,1744.92,68130,4,6,0,60647,857,59
22,185,6,596,15402.42,32008,4,6,0,60018,59,13
106,171,0,0,179927.76,19393,15,41,3,60197,798,37
22,185,8,809,46370,58635,4,6,0,60602,761,45
250,175,0,0,1106.16,31637,4,6,0,60630,207,11
11,181,300,543,949568.5,26600,2,26,3,60638,722,87
11,181,28,825,18480,64697,12,5,1,60661,170,26
158,186,0,0,17523.99,19393,15,41,3,60197,798,37
11,171,87,420,704,26680,17,12,1,60177,952,99
11,171,303,108,345,24835,2,5,1,46406,957,79
22,175,400,632,3781.42,49948,9,6,3,60609,87,90
11,171,69,429,90.9,30871,11,12,1,60639,882,11
22,175,1,69,3579.52,33579,4,6,0,60637,510,13
11,171,30,531,9116.95,24589,10,5,1,60501,126,81
22,175,0,328,14124.57,58806,4,6,0,60620,761,45
188,179,0,0,2415960.61,38085,11,1,1,60623,456,13
11,171,31,659,29942.64,24027,10,5,1,60609,610,86
11,171,67,604,1180764.68,12301,34,7,0,60602,887,48
11,171,43,355,876,68650,0,0,0,60000,649,47
11,181,27,915,180657.55,26158,12,5,1,60661,394,83
11,181,15,340,3777.01,72263,9,7,0,60625,575,68
11,181,20,308,2786.02,30986,17,12,1,60177,444,12
11,171,30,521,1744.6,30604,12,5,1,60007,415,12
157,176,0,0,1109.53,20294,0,0,0,60000,285,62
11,181,15,392,1336879.54,26598,0,0,0,60000,248,92
22,174,101,330,9743.65,31661,16,6,0,60608,982,12
159,176,0,0,22742.89,19393,15,41,3,60197,798,37
250,145,0,0,6850.01,29257,4,6,0,60022,117,12
131,173,0,0,190,32230,29,5,1,60654,459,12
11,171,70,202,1577.95,28775,0,0,0,60000,144,10
11,171,18,534,110364,12687,12,5,1,60616,767,37
22,185,9,408,5836.54,32008,4,6,0,60018,59,13
11,181,87,194,192.25,36561,0,0,0,60000,509,12
11,181,29,332,16325.08,18086,10,16,1,33178,507,65
250,175,0,0,3257925.83,33360,4,6,0,60602,508,13
250,175,0,0,5185.79,49625,4,6,1,60608,796,25
22,174,101,118,9680.53,31799,16,6,0,60604,6,13
11,181,28,177,1145.8,49569,12,5,1,60638,124,13
11,171,18,496,32024.73,32123,17,12,1,60176,484,12
254,175,0,0,8559.03,50240,9,6,3,60612,115,91
11,181,19,361,19662.21,30997,11,5,1,60631,26,12
11,161,85,310,2008.48,25098,2,26,5,60680,996,89
254,165,0,0,9677.16,30876,9,6,3,60647,87,90
131,183,0,0,73717.12,29690,0,0,0,60000,56,10
11,181,42,155,99.87,33233,0,0,0,60000,300,10
167,187,0,0,19720,34452,1,23,2,60631,245,13
22,185,9,7,1253.11,34359,4,6,0,60620,114,15
22,174,101,13,4052.31,33547,16,6,0,60616,789,13
185,179,0,0,13783.46,20074,2,27,5,60601,158,21
11,161,85,316,43740.55,33232,0,0,0,60000,508,10
11,171,15,514,355.25,30301,0,0,0,60000,834,11
22,175,3,550,37852.94,31999,4,6,0,60612,59,13
250,165,0,0,135966.36,48891,4,6,0,60608,162,32
11,181,29,816,23683.64,24030,10,5,1,60609,610,86
22,185,9,258,700,58941,4,6,0,60652,626,46
11,171,19,527,11492341.99,32227,18,7,0,60602,153,13
11,171,300,791,138364.91,5432,0,0,0,60000,0,0
22,185,4,40,6547.12,32000,4,6,0,60603,59,13
11,181,42,45,166.45,33233,0,0,0,60000,300,10
11,171,42,934,199.74,33233,0,0,0,60000,300,10
22,184,100,615,15242.49,33691,0,6,0,60614,64,14
11,171,91,559,794.85,33232,0,0,0,60000,508,10
11,171,88,149,849630,32561,0,0,0,60000,157,12
250,165,0,0,2302.45,31260,4,6,1,60637,937,12
11,171,86,741,9469.2,41933,12,12,1,60090,946,12
11,171,18,109,1228.5,33320,3,12,1,60515,731,12
11,181,1,678,1.54,33233,0,0,0,60000,300,10
22,185,4,675,1632.17,67729,4,6,0,60624,169,60
11,181,17,769,4136,70237,9,7,0,60615,484,64
184,188,0,0,3512.9,29683,3,1,1,60048,162,71
22,185,6,109,2573.43,44136,4,6,0,60640,912,30
11,181,0,109,420,59627,26,20,1,60503,998,38
11,161,27,210,19.02,28775,0,0,0,60000,144,10
131,173,0,0,768.5,30299,0,0,0,60000,834,11
11,161,27,152,218.99,33233,0,0,0,60000,300,10
11,171,302,361,345,24835,2,5,1,46406,957,79
11,161,18,588,202.35,28296,7,12,1,11747,538,10
11,171,89,177,582.9,38921,11,12,1,60000,948,12
250,175,0,0,49940.04,31998,4,6,0,60653,59,13
22,174,100,280,5707.17,31661,16,6,0,60608,982,12
250,165,0,0,3435.61,31414,4,6,1,60643,941,12
250,165,0,0,15336.02,31190,4,6,0,60640,936,12
138,174,0,0,997740.91,29707,12,7,0,60693,257,12
11,161,86,257,29000,26576,2,3,1,60185,189,10
254,175,0,0,4031.25,50229,9,6,3,60643,114,91
11,171,16,456,55.68,33232,0,0,0,60000,508,10
250,175,0,0,2245.56,31406,4,6,0,60626,940,12
11,181,28,327,1332,32556,3,5,1,60203,16,12
11,171,90,608,2662.08,28295,7,12,1,60628,538,10
11,171,31,121,19318.75,26158,12,5,1,60661,394,83
250,165,0,0,42.48,31501,4,6,1,60651,937,12
250,165,0,0,3807.65,31336,4,6,1,60602,940,12
11,171,42,301,7.29,33233,0,0,0,60000,300,10
11,171,301,793,16182.45,26633,2,26,5,63150,803,98
11,181,87,496,231848.65,32560,0,0,0,60000,157,12
250,165,0,0,38551.54,26982,4,6,0,60608,223,11
11,181,17,974,9748.2,28123,18,7,0,60634,683,11
11,161,18,782,1455.07,19755,12,12,1,60609,123,71
11,171,30,895,1130.34,26158,12,5,1,60661,394,83
241,174,0,0,750,33756,16,6,0,60617,151,14
11,171,41,588,7250,3718,23,7,0,60605,736,17
11,171,31,808,3214.35,32564,19,5,1,60803,16,12
11,171,301,905,1744725.91,26601,2,26,3,60602,719,97
11,181,16,491,805.32,51904,0,0,0,60000,508,10
254,175,0,0,3137,50125,9,6,3,60626,87,90
241,174,0,0,2229.85,31805,16,6,0,60622,6,13
22,175,3,642,22112.26,43879,4,6,0,60608,914,30
184,168,0,0,12401.17,18636,3,2,5,60000,339,63
131,173,0,0,920.55,30295,0,0,0,60000,834,11
254,175,0,0,8874.45,51044,9,6,3,60612,87,90
11,171,28,273,1136.12,26235,10,16,1,60106,848,98
11,181,300,901,35451.68,26231,0,26,3,60654,555,85
184,178,0,0,88844.1,27953,3,2,2,60604,776,97
185,179,0,0,2383435.72,55225,2,4,1,60007,558,13
167,187,0,0,18630,34452,1,23,2,60631,245,13
11,171,67,623,135.41,33233,0,0,0,60000,300,10
11,181,19,654,133256.25,28295,7,12,1,60628,538,10
188,189,0,0,8735.24,28007,11,1,1,60609,458,11
250,145,0,0,2566.4,29214,4,6,0,60602,117,12
22,175,1,787,4978.08,31393,4,6,0,60602,940,12
11,171,18,699,69675,28456,11,5,1,46342,772,97
11,181,300,311,4395.18,28296,7,12,1,11747,538,10
11,171,28,413,400,33772,12,5,1,60078,910,12
250,165,0,0,16153.62,34356,4,6,0,60644,114,15
138,184,0,0,3580,21741,0,19,0,60534,315,83
11,171,31,93,216415,26158,12,5,1,60661,394,83
185,179,0,0,62096.38,17702,13,27,3,60678,618,56
11,171,89,328,1794.76,28295,7,12,1,60628,538,10
154,185,0,0,4321,46305,9,40,1,60501,476,13
11,181,18,41,1133.42,19755,12,12,1,60609,123,71
250,165,0,0,3250.64,31231,4,6,1,60615,937,12
11,181,86,824,373.41,57097,17,5,1,60177,253,18
250,175,0,0,4959.16,26980,4,6,0,60659,223,11
11,181,17,604,117,26603,12,5,1,60586,188,81
22,185,3,566,20119.92,58808,4,6,0,60606,761,45
184,188,0,0,6368.99,32249,3,2,2,60613,494,11
250,165,0,0,4916.66,42481,4,6,0,60640,620,96
11,181,86,656,828.12,32528,17,12,1,60696,654,12
185,189,0,0,25347.97,25158,11,2,2,60062,199,51
22,184,101,913,7703.28,72908,0,6,0,60628,584,69
11,181,29,143,694.73,33232,0,0,0,60000,508,10
185,179,0,0,83538.41,1416,2,2,0,60601,0,0
138,184,0,0,22018.02,32968,12,2,2,60622,793,12
11,171,90,625,565.93,33233,0,0,0,60000,300,10
11,171,302,92,132419.04,26835,0,0,0,60000,387,10
250,175,0,0,251611.76,31543,4,6,0,60610,955,12
184,178,0,0,6896.6,29859,3,12,1,60628,818,10
250,175,0,0,2973.27,32162,4,6,0,10173,144,13
185,169,0,0,155.23,19393,15,41,3,60197,798,37
11,171,30,720,687.86,33461,12,5,1,60614,447,12
22,185,4,266,32383.53,33363,4,6,0,60608,508,13
11,181,19,790,674.3,28295,7,12,1,60628,538,10
188,189,0,0,3580.2,24361,11,2,2,53214,7,90
11,171,28,419,9741.87,24034,10,5,1,60185,610,86
11,171,30,6,1486.6,20337,10,16,1,60609,645,66
11,171,69,201,42796.59,32276,3,12,1,60187,624,12
11,171,31,33,957.24,24027,10,5,1,60609,610,86
22,185,7,683,95902.63,58618,4,6,0,60612,761,45
11,171,89,370,6237,26158,12,5,1,60661,394,83
22,185,400,777,2800,50295,9,6,3,60616,115,91
